"","player_name","good_cov_preds","grade_OE","season","down","distance","defense","offense","qb","coverage_grade","primary_coverage","EPA","season_position"
"34176","Antoine Winfield Jr.",0.8759131,0.07199693,2022,0,0,"TB","KC","Patrick Mahomes",0,0,0,"S"
"34177","Mike Edwards",0.9696784,-0.02176844,2022,0,0,"TB","KC","Patrick Mahomes",0,0,0,"S"
"34178","Devin White",0.9465785,0.03333148,2022,0,0,"TB","KC","Patrick Mahomes",0,0,0,"LB"
"34179","Jamel Dean",0.9465785,0.1089115,2022,0,0,"TB","KC","Patrick Mahomes",0.25,1,0,"CB"
"34180","Carlton Davis",0.9183214,0.1371686,2022,0,0,"TB","KC","Patrick Mahomes",0.25,0,0,"CB"
"34181","Keanu Neal",0.905421,0.04248898,2022,0,0,"TB","KC","Patrick Mahomes",0,0,0,"S"
"34182","Antoine Winfield Jr.",0.9183214,0.02958864,2022,0,0,"TB","KC","Patrick Mahomes",0,0,0,"S"
"34183","Lavonte David",0.9696784,0.01023156,2022,0,0,"TB","KC","Patrick Mahomes",0,0,0,"LB"
"34184","Keanu Neal",0.905421,0.04248898,2022,0,0,"TB","KC","Patrick Mahomes",0,0,0,"S"
"34185","Shaquil Barrett",0.8759131,-0.8759131,2022,0,0,"TB","KC","Patrick Mahomes",-0.5,1,0,"ED"
"34186","Lavonte David",0.9465785,0.03333148,2022,0,0,"TB","KC","Patrick Mahomes",0,0,0,"LB"
"34187","Jamel Dean",0.9183214,0.1371686,2022,0,0,"TB","KC","Patrick Mahomes",0,0,0,"CB"
"34188","Antoine Winfield Jr.",0.9183214,0.02958864,2022,0,0,"TB","KC","Patrick Mahomes",0,0,0,"S"
"34189","Mike Edwards",0.9465785,0.001331482,2022,0,0,"TB","KC","Patrick Mahomes",0,0,0,"S"
"34190","Carlton Davis",0.8759131,0.1795769,2022,0,0,"TB","KC","Patrick Mahomes",0,0,0,"CB"
"34191","Lavonte David",0.8990325,0.08087747,2022,0,0,"TB","KC","Patrick Mahomes",0,0,0,"LB"
"34192","Antoine Winfield Jr.",0.9183214,0.02958864,2022,0,0,"TB","KC","Patrick Mahomes",0,0,0,"S"
"34193","Jamel Dean",0.9405841,-0.8850941,2022,0,0,"TB","KC","Patrick Mahomes",-1,0,0,"CB"
"34194","Mike Edwards",0.7669884,0.1809216,2022,0,0,"TB","KC","Patrick Mahomes",0,0,0,"S"
"34195","Carlton Davis",0.8206452,0.2348448,2022,0,0,"TB","KC","Patrick Mahomes",0,0,0,"CB"
"34196","Devin White",0.7526827,-0.7727727,2022,0,0,"TB","KC","Patrick Mahomes",-0.5,1,0,"LB"
"34197","Antoine Winfield Jr.",0.8643509,0.08355909,2022,0,0,"TB","KC","Patrick Mahomes",0,1,0,"S"
"34198","Carlton Davis",0.9183214,0.1371686,2022,0,0,"TB","KC","Patrick Mahomes",0.25,0,0,"CB"
"34199","Keanu Neal",0.9183214,0.02958864,2022,0,0,"TB","KC","Patrick Mahomes",0.25,0,0,"S"
"34200","Juan Thornhill",0.8990325,0.04887747,2022,0,0,"KC","TB","Tom Brady",0,0,0,"S"
"34201","L'Jarius Sneed",0.905421,0.150069,2022,0,0,"KC","TB","Tom Brady",0,1,0,"CB"
"34202","Nick Bolton",0.947638,0.03227199,2022,0,0,"KC","TB","Tom Brady",0,0,0,"LB"
"34203","Justin Reid",0.9157406,0.03216944,2022,0,0,"KC","TB","Tom Brady",0,0,0,"S"
"34204","Darius Harris",0.9662208,0.01368916,2022,0,0,"KC","TB","Tom Brady",0,0,0,"LB"
"34205","Jaylen Watson",0.7643389,-0.7088489,2022,0,0,"KC","TB","Tom Brady",-0.5,0,0,"CB"
"34206","Rashad Fenton",0.9905948,-0.9351048,2022,0,0,"KC","TB","Tom Brady",-0.5,0,0,"CB"
"34207","Juan Thornhill",0.7432701,-0.7953601,2022,0,0,"KC","TB","Tom Brady",-0.5,1,0,"S"
"34208","L'Jarius Sneed",0.7436741,0.3118159,2022,0,0,"KC","TB","Tom Brady",0,0,0,"CB"
"34209","Nick Bolton",0.8442049,-0.8642949,2022,0,0,"KC","TB","Tom Brady",-0.5,0,0,"LB"
"34210","Darius Harris",0.8913454,0.08856465,2022,0,0,"KC","TB","Tom Brady",0,0,0,"LB"
"34211","Rashad Fenton",0.9183214,0.1371686,2022,0,0,"KC","TB","Tom Brady",0,0,0,"CB"
"34212","Jaylen Watson",0.7355141,0.3199759,2022,0,0,"KC","TB","Tom Brady",0,0,0,"CB"
"34213","Justin Reid",0.7643389,0.1835711,2022,0,0,"KC","TB","Tom Brady",0,0,0,"S"
"34214","Darius Harris",0.7999935,0.1799165,2022,0,0,"KC","TB","Tom Brady",0,0,0,"LB"
"34215","L'Jarius Sneed",0.8913454,0.1641446,2022,0,0,"KC","TB","Tom Brady",0,0,0,"CB"
"34216","Nick Bolton",0.7436741,0.2362359,2022,0,0,"KC","TB","Tom Brady",0,1,0,"LB"
"34217","Rashad Fenton",0.9905948,0.06489515,2022,0,0,"KC","TB","Tom Brady",0,0,0,"CB"
"34218","Jaylen Watson",0.9183214,0.1371686,2022,0,0,"KC","TB","Tom Brady",0,0,0,"CB"
"34219","Bryan Cook",0.9183214,0.02958864,2022,0,0,"KC","TB","Tom Brady",0,0,0,"S"
"34220","Juan Thornhill",0.7643389,0.1835711,2022,0,0,"KC","TB","Tom Brady",0,0,0,"S"
"34221","Rashad Fenton",0.9905948,0.06489515,2022,0,0,"KC","TB","Tom Brady",0.5,0,0,"CB"
"34222","Jaylen Watson",0.7436741,-0.6881841,2022,0,0,"KC","TB","Tom Brady",-0.5,0,0,"CB"
"34223","L'Jarius Sneed",0.8913454,-0.8358554,2022,0,0,"KC","TB","Tom Brady",-1,0,0,"CB"
"34224","Juan Thornhill",0.7643389,0.1835711,2022,0,0,"KC","TB","Tom Brady",0,0,0,"S"
"34225","Nick Bolton",0.7999935,0.1799165,2022,0,0,"KC","TB","Tom Brady",0,0,0,"LB"
"34226","Carlos Dunlap",0.8400878,0.1599122,2022,0,0,"KC","TB","Tom Brady",0,0,0,"ED"
"34227","Darius Harris",0.8913454,0.08856465,2022,0,0,"KC","TB","Tom Brady",0,0,0,"LB"
"34228","Jaylen Watson",0.9405841,0.1149059,2022,0,0,"KC","TB","Tom Brady",0.5,0,0,"CB"
"34229","Rashad Fenton",0.7436741,0.3118159,2022,0,0,"KC","TB","Tom Brady",0,0,0,"CB"
"34230","Nick Bolton",0.9905948,-1.010685,2022,0,0,"KC","TB","Tom Brady",-0.25,1,0,"LB"
"34231","Justin Reid",0.7436741,0.2042359,2022,0,0,"KC","TB","Tom Brady",0,0,0,"S"
"34232","L'Jarius Sneed",0.7432701,0.3122199,2022,0,0,"KC","TB","Tom Brady",0.5,0,0,"CB"
"34233","Juan Thornhill",0.8320862,0.1158238,2022,0,0,"KC","TB","Tom Brady",0,0,0,"S"
"34234","Nick Bolton",0.9183214,0.06158864,2022,0,0,"KC","TB","Tom Brady",0,0,0,"LB"
"34235","Rashad Fenton",0.7526827,0.3028073,2022,0,0,"KC","TB","Tom Brady",0,0,0,"CB"
"34236","Jaylen Watson",0.9696784,0.08581156,2022,0,0,"KC","TB","Tom Brady",0,0,0,"CB"
"34237","Juan Thornhill",0.9465785,-0.9986685,2022,0,0,"KC","TB","Tom Brady",-1,1,0,"S"
"34238","Justin Reid",0.734882,0.213028,2022,0,0,"KC","TB","Tom Brady",0,0,0,"S"
"34239","Darius Harris",0.9605292,-0.9806192,2022,0,0,"KC","TB","Tom Brady",-0.25,0,0,"LB"
"34240","L'Jarius Sneed",0.7526827,0.3028073,2022,0,0,"KC","TB","Tom Brady",0,0,0,"CB"
"34241","Carlton Davis",0.9696784,0.08581156,2022,0,0,"TB","KC","Patrick Mahomes",0,0,0,"CB"
"34242","Devin White",0.9465785,-0.9666685,2022,0,0,"TB","KC","Patrick Mahomes",-0.5,1,0,"LB"
"34243","Jamel Dean",0.8206452,0.2348448,2022,0,0,"TB","KC","Patrick Mahomes",0,0,0,"CB"
"34244","Mike Edwards",0.9453059,-0.9973959,2022,0,0,"TB","KC","Patrick Mahomes",-0.5,0,0,"S"
"34245","Keanu Neal",0.9657124,-0.01780238,2022,0,0,"TB","KC","Patrick Mahomes",0,0,0,"S"
"34246","Lavonte David",0.734882,-0.754972,2022,0,0,"TB","KC","Patrick Mahomes",-0.25,0,0,"LB"
"34247","Devin White",0.8746168,0.1052932,2022,0,0,"TB","KC","Patrick Mahomes",0,0,0,"LB"
"34248","Mike Edwards",0.9298122,0.01809776,2022,0,0,"TB","KC","Patrick Mahomes",0,0,0,"S"
"34249","Jamel Dean",0.905421,0.150069,2022,0,0,"TB","KC","Patrick Mahomes",0,0,0,"CB"
"34250","Antoine Winfield Jr.",0.9662208,-0.01831084,2022,0,0,"TB","KC","Patrick Mahomes",0,0,0,"S"
"34251","Carlton Davis",0.7669884,0.2885016,2022,0,0,"TB","KC","Patrick Mahomes",0,0,0,"CB"
"34252","Keanu Neal",0.9183214,0.02958864,2022,0,0,"TB","KC","Patrick Mahomes",0,0,0,"S"
"34253","Shaquil Barrett",0.7570074,0.2429926,2022,0,0,"TB","KC","Patrick Mahomes",0,1,0,"ED"
"34254","Jamel Dean",0.9662208,-0.9107308,2022,0,0,"TB","KC","Patrick Mahomes",-0.5,0,0,"CB"
"34255","Antoine Winfield Jr.",0.835724,0.112186,2022,0,0,"TB","KC","Patrick Mahomes",0,0,0,"S"
"34256","Lavonte David",0.9298122,0.05009776,2022,0,0,"TB","KC","Patrick Mahomes",0.5,0,0,"LB"
"34257","Devin White",0.7933787,-0.8134687,2022,0,0,"TB","KC","Patrick Mahomes",-1,1,0,"LB"
"34258","Carlton Davis",0.7570074,0.2984826,2022,0,0,"TB","KC","Patrick Mahomes",0,0,0,"CB"
"34259","Mike Edwards",0.9157406,0.03216944,2022,0,0,"TB","KC","Patrick Mahomes",0,0,0,"S"
"34260","Rashad Fenton",0.9183214,0.1371686,2022,0,0,"KC","TB","Tom Brady",0,0,0,"CB"
"34261","Juan Thornhill",0.7643389,0.1835711,2022,0,0,"KC","TB","Tom Brady",0,0,0,"S"
"34262","George Karlaftis",0.8913454,0.1086546,2022,0,0,"KC","TB","Tom Brady",0,0,0,"ED"
"34263","Justin Reid",0.6596862,0.2882238,2022,0,0,"KC","TB","Tom Brady",0,0,0,"S"
"34264","Bryan Cook",0.7420233,0.2058867,2022,0,0,"KC","TB","Tom Brady",0,0,0,"S"
"34265","Jaylen Watson",0.6596862,-0.6041962,2022,0,0,"KC","TB","Tom Brady",-0.25,0,0,"CB"
"34266","Mike Edwards",0.9905948,-0.04268485,2022,0,0,"TB","KC","Patrick Mahomes",0,0,0,"S"
"34267","Jamel Dean",0.6596862,-0.6041962,2022,0,0,"TB","KC","Patrick Mahomes",-0.5,0,0,"CB"
"34268","Joe Tryon-Shoyinka",0.7152049,0.2847951,2022,0,0,"TB","KC","Patrick Mahomes",0.25,0,0,"ED"
"34269","Carlton Davis",0.7432701,0.3122199,2022,0,0,"TB","KC","Patrick Mahomes",0,0,0,"CB"
"34270","Keanu Neal",0.9905948,-0.04268485,2022,0,0,"TB","KC","Patrick Mahomes",0,0,0,"S"
"34271","Devin White",0.6596862,0.3202238,2022,0,0,"TB","KC","Patrick Mahomes",0,0,0,"LB"
"34272","Antoine Winfield Jr.",0.8921052,-0.9441952,2022,0,0,"TB","KC","Patrick Mahomes",-1,0,0,"S"
"34273","Lavonte David",0.9183214,0.06158864,2022,0,0,"TB","KC","Patrick Mahomes",0,0,0,"LB"
"34274","Carlton Davis",0.9662208,0.08926916,2022,0,0,"TB","KC","Patrick Mahomes",0,0,0,"CB"
"34275","Jamel Dean",0.9157406,0.1397494,2022,0,0,"TB","KC","Patrick Mahomes",0,0,0,"CB"
"34276","Devin White",0.8990325,-0.9191225,2022,0,0,"TB","KC","Patrick Mahomes",-0.25,0,0,"LB"
"34277","Keanu Neal",0.9298122,-0.9819022,2022,0,0,"TB","KC","Patrick Mahomes",-0.5,0,0,"S"
"34278","Antoine Winfield Jr.",0.9183214,-0.9704114,2022,0,0,"TB","KC","Patrick Mahomes",-0.5,0,0,"S"
"34279","Lavonte David",0.9405841,0.03932595,2022,0,0,"TB","KC","Patrick Mahomes",0,0,0,"LB"
"34280","Mike Edwards",0.7643389,0.1835711,2022,0,0,"TB","KC","Patrick Mahomes",0,0,0,"S"
"34281","Carlton Davis",0.9905948,0.06489515,2022,0,0,"TB","KC","Patrick Mahomes",0,0,0,"CB"
"34282","Jamel Dean",0.8913454,0.1641446,2022,0,0,"TB","KC","Patrick Mahomes",0,0,0,"CB"
"34283","Mike Edwards",0.9183214,0.02958864,2022,0,0,"TB","KC","Patrick Mahomes",0,0,0,"S"
"34284","Lavonte David",0.7432701,0.2366399,2022,0,0,"TB","KC","Patrick Mahomes",0,1,0,"LB"
"34285","Antoine Winfield Jr.",0.8442049,0.1037051,2022,0,0,"TB","KC","Patrick Mahomes",0,0,0,"S"
"34286","Devin White",0.7436741,0.2362359,2022,0,0,"TB","KC","Patrick Mahomes",0,0,0,"LB"
"34287","Keanu Neal",0.8913454,0.05656465,2022,0,0,"TB","KC","Patrick Mahomes",0,0,0,"S"
"34288","Frank Clark",0.7436741,0.2563259,2022,0,0,"KC","TB","Tom Brady",0,0,0,"ED"
"34289","Rashad Fenton",0.8400878,0.2154022,2022,0,0,"KC","TB","Tom Brady",0.25,0,0,"CB"
"34290","Bryan Cook",0.9405841,0.007325948,2022,0,0,"KC","TB","Tom Brady",0,1,0,"S"
"34291","Juan Thornhill",0.7643389,0.1835711,2022,0,0,"KC","TB","Tom Brady",0,0,0,"S"
"34292","L'Jarius Sneed",0.9905948,0.06489515,2022,0,0,"KC","TB","Tom Brady",0,0,0,"CB"
"34293","Nick Bolton",0.7643389,0.2155711,2022,0,0,"KC","TB","Tom Brady",0,0,0,"LB"
"34294","Jaylen Watson",0.9905948,0.06489515,2022,0,0,"KC","TB","Tom Brady",0.5,0,0,"CB"
"34295","Jaylen Watson",0.8067852,0.2487048,2022,0,0,"KC","TB","Tom Brady",0.5,0,0,"CB"
"34296","Bryan Cook",0.6163738,0.3315362,2022,0,0,"KC","TB","Tom Brady",0,0,0,"S"
"34297","L'Jarius Sneed",0.8913454,0.1641446,2022,0,0,"KC","TB","Tom Brady",0.5,0,0,"CB"
"34298","Juan Thornhill",0.7538273,0.1940827,2022,0,0,"KC","TB","Tom Brady",0,0,0,"S"
"34299","Nick Bolton",0.6163738,0.3635362,2022,0,0,"KC","TB","Tom Brady",0,0,0,"LB"
"34300","Rashad Fenton",0.9183214,-0.8628314,2022,0,0,"KC","TB","Tom Brady",-1,0,0,"CB"
"34301","George Karlaftis",0.9465785,0.05342148,2022,0,0,"KC","TB","Tom Brady",0,1,0,"ED"
"34302","Bryan Cook",0.9696784,-0.02176844,2022,0,0,"KC","TB","Tom Brady",0,0,0,"S"
"34303","Jaylen Watson",0.9465785,0.1089115,2022,0,0,"KC","TB","Tom Brady",0,0,0,"CB"
"34304","Rashad Fenton",0.9696784,0.08581156,2022,0,0,"KC","TB","Tom Brady",0.25,0,0,"CB"
"34305","L'Jarius Sneed",0.905421,0.150069,2022,0,0,"KC","TB","Tom Brady",0.25,0,0,"CB"
"34306","Juan Thornhill",0.9183214,0.02958864,2022,0,0,"KC","TB","Tom Brady",0,1,0,"S"
"34307","Juan Thornhill",0.7643389,0.1835711,2022,0,0,"KC","TB","Tom Brady",0,0,0,"S"
"34308","Nick Bolton",0.7999935,0.1799165,2022,0,0,"KC","TB","Tom Brady",0,0,0,"LB"
"34309","Rashad Fenton",0.9905948,0.06489515,2022,0,0,"KC","TB","Tom Brady",0,0,0,"CB"
"34310","Bryan Cook",0.7436741,0.2042359,2022,0,0,"KC","TB","Tom Brady",0,0,0,"S"
"34311","Jaylen Watson",0.7643389,0.2911511,2022,0,0,"KC","TB","Tom Brady",0,0,0,"CB"
"34312","L'Jarius Sneed",0.9183214,0.1371686,2022,0,0,"KC","TB","Tom Brady",0.5,1,0,"CB"
"34313","Justin Reid",0.8913454,0.05656465,2022,0,0,"KC","TB","Tom Brady",0,0,0,"S"
"34314","Jaylen Watson",0.9183214,-0.8628314,2022,0,0,"KC","TB","Tom Brady",-0.25,0,0,"CB"
"34315","L'Jarius Sneed",0.9662208,0.08926916,2022,0,0,"KC","TB","Tom Brady",0.5,0,0,"CB"
"34316","Nick Bolton",0.9183214,0.06158864,2022,0,0,"KC","TB","Tom Brady",0,0,0,"LB"
"34317","Rashad Fenton",0.8990325,0.1564575,2022,0,0,"KC","TB","Tom Brady",0,0,0,"CB"
"34318","Juan Thornhill",0.905421,0.04248898,2022,0,0,"KC","TB","Tom Brady",0,0,0,"S"
"34319","Bryan Cook",0.9157406,-0.9678306,2022,0,0,"KC","TB","Tom Brady",-0.5,0,0,"S"
"34320","Justin Reid",0.9696784,-1.021768,2022,0,0,"KC","TB","Tom Brady",-0.5,1,0,"S"
"34321","Rashad Fenton",0.9465785,0.1089115,2022,0,0,"KC","TB","Tom Brady",0,0,0,"CB"
"34322","Justin Reid",0.905421,0.04248898,2022,0,0,"KC","TB","Tom Brady",0,0,0,"S"
"34323","George Karlaftis",0.9696784,0.03032156,2022,0,0,"KC","TB","Tom Brady",0,1,0,"ED"
"34324","L'Jarius Sneed",0.9183214,0.1371686,2022,0,0,"KC","TB","Tom Brady",0,0,0,"CB"
"34325","Juan Thornhill",0.9183214,0.02958864,2022,0,0,"KC","TB","Tom Brady",0,0,0,"S"
"34326","Bryan Cook",0.9465785,0.001331482,2022,0,0,"KC","TB","Tom Brady",0,0,0,"S"
"34327","Rashad Fenton",0.7643389,-0.7088489,2022,0,0,"KC","TB","Tom Brady",-0.5,0,0,"CB"
"34328","L'Jarius Sneed",0.9183214,0.1371686,2022,0,0,"KC","TB","Tom Brady",0,0,0,"CB"
"34329","Juan Thornhill",0.905421,0.04248898,2022,0,0,"KC","TB","Tom Brady",0,0,0,"S"
"34330","Jaylen Watson",0.9157406,-0.8602506,2022,0,0,"KC","TB","Tom Brady",-0.5,0,0,"CB"
"34331","Frank Clark",0.9405841,-0.9405841,2022,0,0,"KC","TB","Tom Brady",-0.5,1,0,"ED"
"34332","Nick Bolton",0.9662208,0.01368916,2022,0,0,"KC","TB","Tom Brady",0,0,0,"LB"
"34333","Rashad Fenton",0.9298122,0.1256778,2022,0,0,"KC","TB","Tom Brady",0,0,0,"CB"
"34334","Justin Reid",0.9233617,-0.9754517,2022,0,0,"KC","TB","Tom Brady",-0.5,1,0,"S"
"34335","Bryan Cook",0.9465785,0.001331482,2022,0,0,"KC","TB","Tom Brady",0,0,0,"S"
"34336","Jaylen Watson",0.9696784,0.08581156,2022,0,0,"KC","TB","Tom Brady",0,0,0,"CB"
"34337","L'Jarius Sneed",0.9465785,0.1089115,2022,0,0,"KC","TB","Tom Brady",0,0,0,"CB"
"34338","Juan Thornhill",0.9183214,0.02958864,2022,0,0,"KC","TB","Tom Brady",0,0,0,"S"
"34339","Nick Bolton",0.9183214,0.06158864,2022,0,0,"KC","TB","Tom Brady",0,0,0,"LB"
"34340","Rashad Fenton",0.9696784,-0.9141884,2022,0,0,"KC","TB","Tom Brady",-0.5,0,0,"CB"
"34341","Juan Thornhill",0.9905948,-1.042685,2022,0,0,"KC","TB","Tom Brady",-0.5,0,0,"S"
"34342","Bryan Cook",0.7643389,0.1835711,2022,0,0,"KC","TB","Tom Brady",0,0,0,"S"
"34343","Jaylen Watson",0.8913454,0.1641446,2022,0,0,"KC","TB","Tom Brady",0.25,0,0,"CB"
"34344","Frank Clark",0.7643389,-0.7643389,2022,0,0,"KC","TB","Tom Brady",-0.25,1,0,"ED"
"34345","Bryan Cook",0.8442049,0.1037051,2022,0,0,"KC","TB","Tom Brady",0,0,0,"S"
"34346","Rashad Fenton",0.9183214,-0.8628314,2022,0,0,"KC","TB","Tom Brady",-0.5,1,0,"CB"
"34347","Deon Bush",0.7432701,0.2046399,2022,0,0,"KC","TB","Tom Brady",0,0,0,"S"
"34348","Jaylen Watson",0.8913454,0.1641446,2022,0,0,"KC","TB","Tom Brady",0.5,0,0,"CB"
"34349","L'Jarius Sneed",0.9183214,0.1371686,2022,0,0,"KC","TB","Tom Brady",0,0,0,"CB"
"34350","Juan Thornhill",0.7432701,0.2046399,2022,0,0,"KC","TB","Tom Brady",0,0,0,"S"
"34351","Rashad Fenton",0.9905948,0.06489515,2022,0,0,"KC","TB","Tom Brady",0,0,0,"CB"
"34352","L'Jarius Sneed",0.7999935,0.2554965,2022,0,0,"KC","TB","Tom Brady",0,0,0,"CB"
"34353","Juan Thornhill",0.7643389,-0.8164289,2022,0,0,"KC","TB","Tom Brady",-1,1,0,"S"
"34354","Nick Bolton",0.7643389,0.2155711,2022,0,0,"KC","TB","Tom Brady",0,0,0,"LB"
"34355","Bryan Cook",0.7643389,0.1835711,2022,0,0,"KC","TB","Tom Brady",0,0,0,"S"
"34356","Jaylen Watson",0.7643389,-0.7088489,2022,0,0,"KC","TB","Tom Brady",-0.25,0,0,"CB"
"34357","Deon Bush",0.8913454,0.05656465,2022,0,0,"KC","TB","Tom Brady",0,0,0,"S"
"34358","L'Jarius Sneed",0.7999935,-0.7445035,2022,0,0,"KC","TB","Tom Brady",-0.5,0,0,"CB"
"34359","Bryan Cook",0.7643389,-0.8164289,2022,0,0,"KC","TB","Tom Brady",-0.5,1,0,"S"
"34360","Darius Harris",0.9905948,-0.01068485,2022,0,0,"KC","TB","Tom Brady",0,0,0,"LB"
"34361","Juan Thornhill",0.8913454,0.05656465,2022,0,0,"KC","TB","Tom Brady",0,0,0,"S"
"34362","Rashad Fenton",0.7643389,0.2911511,2022,0,0,"KC","TB","Tom Brady",0,0,0,"CB"
"34363","Bryan Cook",0.7643389,0.1835711,2022,0,0,"KC","TB","Tom Brady",0,0,0,"S"
"34364","Nick Bolton",0.9405841,0.03932595,2022,0,0,"KC","TB","Tom Brady",0,0,0,"LB"
"34365","L'Jarius Sneed",0.7432701,0.3122199,2022,0,0,"KC","TB","Tom Brady",0,0,0,"CB"
"34366","Jaylen Watson",0.7999935,0.2554965,2022,0,0,"KC","TB","Tom Brady",0,1,0,"CB"
"34367","Jamel Dean",0.9141248,0.1413652,2022,0,0,"TB","KC","Patrick Mahomes",0,0,0,"CB"
"34368","Carlton Davis",0.8913454,0.1641446,2022,0,0,"TB","KC","Patrick Mahomes",0,0,0,"CB"
"34369","Devin White",0.7643389,0.2155711,2022,0,0,"TB","KC","Patrick Mahomes",0,0,0,"LB"
"34370","Sean Murphy-Bunting",0.9905948,0.06489515,2022,0,0,"TB","KC","Patrick Mahomes",0,0,0,"CB"
"34371","Antoine Winfield Jr.",0.6163738,0.3315362,2022,0,0,"TB","KC","Patrick Mahomes",0,0,0,"S"
"34372","Lavonte David",0.6545333,0.3253767,2022,0,0,"TB","KC","Patrick Mahomes",0,0,0,"LB"
"34373","Keanu Neal",0.8442049,0.1037051,2022,0,0,"TB","KC","Patrick Mahomes",0,0,0,"S"
"34374","Mike Edwards",0.8921052,0.05580477,2022,0,0,"TB","KC","Patrick Mahomes",0,0,0,"S"
"34375","Mike Edwards",0.6596862,0.2882238,2022,0,0,"TB","KC","Patrick Mahomes",0,0,0,"S"
"34376","Antoine Winfield Jr.",0.8442049,0.1037051,2022,0,0,"TB","KC","Patrick Mahomes",0,0,0,"S"
"34377","Devin White",0.6163738,0.3635362,2022,0,0,"TB","KC","Patrick Mahomes",0,0,0,"LB"
"34378","Lavonte David",0.734882,0.245028,2022,0,0,"TB","KC","Patrick Mahomes",0,0,0,"LB"
"34379","Keanu Neal",0.7355141,0.2123959,2022,0,0,"TB","KC","Patrick Mahomes",0,0,0,"S"
"34380","Carlton Davis",0.9905948,-0.9351048,2022,0,0,"TB","KC","Patrick Mahomes",-0.5,1,0,"CB"
"34381","Jamel Dean",0.9405841,0.1149059,2022,0,0,"TB","KC","Patrick Mahomes",0,0,0,"CB"
"34382","Mike Edwards",0.9157406,0.03216944,2022,0,0,"TB","KC","Patrick Mahomes",0,0,0,"S"
"34383","Devin White",0.9662208,0.01368916,2022,0,0,"TB","KC","Patrick Mahomes",0,0,0,"LB"
"34384","Jamel Dean",0.9183214,0.1371686,2022,0,0,"TB","KC","Patrick Mahomes",0,0,0,"CB"
"34385","Carlton Davis",0.905421,0.150069,2022,0,0,"TB","KC","Patrick Mahomes",0,0,0,"CB"
"34386","Keanu Neal",0.8990325,0.04887747,2022,0,0,"TB","KC","Patrick Mahomes",0,0,0,"S"
"34387","Vita Vea",0.9183214,0.08167864,2022,0,0,"TB","KC","Patrick Mahomes",0,0,0,"DI"
"34388","Lavonte David",0.8442049,-0.8642949,2022,0,0,"TB","KC","Patrick Mahomes",-0.5,0,0,"LB"
"34389","Antoine Winfield Jr.",0.8913454,0.05656465,2022,0,0,"TB","KC","Patrick Mahomes",0,0,0,"S"
"34390","Devin White",0.6163738,0.3635362,2022,0,0,"TB","KC","Patrick Mahomes",0,0,0,"LB"
"34391","Jamel Dean",0.6163738,-0.5608838,2022,0,0,"TB","KC","Patrick Mahomes",-0.5,1,0,"CB"
"34392","Joe Tryon-Shoyinka",0.7643389,0.2356611,2022,0,0,"TB","KC","Patrick Mahomes",0,0,0,"ED"
"34393","Carlton Davis",0.8913454,0.1641446,2022,0,0,"TB","KC","Patrick Mahomes",0,0,0,"CB"
"34394","Keanu Neal",0.9905948,-0.04268485,2022,0,0,"TB","KC","Patrick Mahomes",0,0,0,"S"
"34395","Antoine Winfield Jr.",0.8746168,0.07329315,2022,0,0,"TB","KC","Patrick Mahomes",0,0,0,"S"
"34396","Lavonte David",0.734882,0.245028,2022,0,0,"TB","KC","Patrick Mahomes",0,0,0,"LB"
"34397","Mike Edwards",0.8759131,0.07199693,2022,0,0,"TB","KC","Patrick Mahomes",0,0,0,"S"
"34398","Jamel Dean",0.9183214,0.1371686,2022,0,0,"TB","KC","Patrick Mahomes",0,0,0,"CB"
"34399","Keanu Neal",0.9465785,0.001331482,2022,0,0,"TB","KC","Patrick Mahomes",0,0,0,"S"
"34400","Carlton Davis",0.9696784,0.08581156,2022,0,0,"TB","KC","Patrick Mahomes",0,1,0,"CB"
"34401","Sean Murphy-Bunting",0.8660064,0.1894836,2022,0,0,"TB","KC","Patrick Mahomes",0,0,0,"CB"
"34402","Lavonte David",0.8921052,0.08780477,2022,0,0,"TB","KC","Patrick Mahomes",0,0,0,"LB"
"34403","Antoine Winfield Jr.",0.6774069,0.2705031,2022,0,0,"TB","KC","Patrick Mahomes",0,0,0,"S"
"34404","Mike Edwards",0.7999935,0.1479165,2022,0,0,"TB","KC","Patrick Mahomes",0,0,0,"S"
"34405","Carlton Davis",0.6163738,0.4391162,2022,0,0,"TB","KC","Patrick Mahomes",0,0,0,"CB"
"34406","Jamel Dean",0.9183214,0.1371686,2022,0,0,"TB","KC","Patrick Mahomes",0,0,0,"CB"
"34407","Antoine Winfield Jr.",0.7643389,0.1835711,2022,0,0,"TB","KC","Patrick Mahomes",0,0,0,"S"
"34408","Devin White",0.6692131,0.3106969,2022,0,0,"TB","KC","Patrick Mahomes",0,0,0,"LB"
"34409","Mike Edwards",0.7643389,0.1835711,2022,0,0,"TB","KC","Patrick Mahomes",0,0,0,"S"
"34410","Lavonte David",0.6774069,-0.6974969,2022,0,0,"TB","KC","Patrick Mahomes",-0.5,1,0,"LB"
"34411","Jamel Dean",0.8442049,0.2112851,2022,0,0,"TB","KC","Patrick Mahomes",0.5,1,0,"CB"
"34412","Devin White",0.8442049,0.1357051,2022,0,0,"TB","KC","Patrick Mahomes",0,0,0,"LB"
"34413","Mike Edwards",0.8913454,0.05656465,2022,0,0,"TB","KC","Patrick Mahomes",0,0,0,"S"
